App/Platform Name,Publisher Name,Type,Site Rating (gray or white),Category,Behavioral Keywords,Market Requests,Audience
Beauty Salon Idle,,Mobile App,white,Video/Streaming,"Fashion, Beauty, Streaming, OTT",52400298,General Market
Betrayal 3D - Imposter Hunt,,Mobile App,white,Video/Streaming,"African American, Black Culture, Multicultural, Streaming, OTT",91019551,African American
Bible - Daily Bible Verse KJV,,Mobile App,white,Video/Streaming,"Streaming, OTT",10756967,General Market
Bible Game - Jigsaw Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",43873076,General Market
Bid Whist Plus,,Mobile App,white,Video/Streaming,"Streaming, OTT",80129501,General Market
Big Battle 3D,,Mobile App,white,Video/Streaming,"Streaming, OTT",63998979,General Market
Bike Hop: Crazy BMX Bike Jump,,Mobile App,white,Video/Streaming,"Streaming, OTT",84383236,General Market
Bike Jump,,Mobile App,white,Video/Streaming,"Streaming, OTT",16930374,General Market
Bingo Wild - Animal BINGO Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",21438342,General Market
Bird Leap,,Mobile App,white,Video/Streaming,"Streaming, OTT",751199953,General Market
Bird Sort Color,,Mobile App,white,Video/Streaming,"Streaming, OTT",24434815,General Market
Black & Sexy TV,,CTV,white,Streaming,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
Black Cinema & TV by Fawesome,,Mobile App,white,Video/Streaming,"African American, Black Culture, Multicultural, Streaming, OTT",68292525,African American
Black Diamond Casino Slots,,Mobile App,white,Video/Streaming,"African American, Black Culture, Multicultural, Streaming, OTT",39952686,African American
Blackjack,,Mobile App,white,Video/Streaming,"African American, Black Culture, Multicultural, Streaming, OTT",134837233,African American
Blackjack Casino Android,,Mobile App,white,Video/Streaming,"African American, Black Culture, Multicultural, Streaming, OTT",9895738,African American
Blade Forge 3D,,Mobile App,white,Video/Streaming,"Streaming, OTT",9257948,General Market
Blast City,,Mobile App,white,Video/Streaming,"Streaming, OTT",9570003,General Market
Blend It 3D,,Mobile App,white,Video/Streaming,"Streaming, OTT",109469007,General Market
Blic,,Mobile App,white,Video/Streaming,"Streaming, OTT",219245596,General Market
Block Crush,,Mobile App,white,Video/Streaming,"Streaming, OTT",15235435,General Market
Block Crush - Cube Puzzle Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",49800762,General Market
Block Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",176574691,General Market
Block Puzzle - Brain Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",1534233960,General Market
Block Puzzle - Classic Style,,Mobile App,white,Video/Streaming,"Streaming, OTT",185036303,General Market
Block Puzzle - Puzzle Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",78457234,General Market
Block Puzzle - Puzzle Games *,,Mobile App,white,Video/Streaming,"Streaming, OTT",13073124,General Market
Block Puzzle Blast*,,Mobile App,white,Video/Streaming,"Streaming, OTT",56199797,General Market
Block Puzzle Gem: Jewel Blast,,Mobile App,white,Video/Streaming,"Streaming, OTT",12557574,General Market
Block Puzzle Jewel :Gem Legend,,Mobile App,white,Video/Streaming,"Streaming, OTT",10495113,General Market
Block Puzzle Jewel: Gem Legend,,Mobile App,white,Video/Streaming,"Streaming, OTT",18658470,General Market
Block Puzzle Sudoku,,Mobile App,white,Video/Streaming,"Streaming, OTT",69386875,General Market
Block Puzzle Westerly,,Mobile App,white,Video/Streaming,"Streaming, OTT",14874314,General Market
Block Puzzle: Jewel Blast,,Mobile App,white,Video/Streaming,"Streaming, OTT",72579970,General Market
Block Puzzle: Jewel Blast Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",17012214,General Market
Block Sudoku Woody Puzzle Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",52399803,General Market
Block! Hexa Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",28886195,General Market
Block! Hexa Puzzle™,,Mobile App,white,Video/Streaming,"Streaming, OTT",29513552,General Market
Block! Triangle Puzzle:Tangram,,Mobile App,white,Video/Streaming,"Streaming, OTT",24653586,General Market
Block! Triangle puzzle: Tangram,,Mobile App,white,Video/Streaming,"Streaming, OTT",22453957,General Market
Block! Triangle puzzle:Tangram,,Mobile App,white,Video/Streaming,"Streaming, OTT",10721684,General Market
BlockPuz - Block Puzzles Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",145647554,General Market
BlockSudoku,,Mobile App,white,Video/Streaming,"Streaming, OTT",51206647,General Market
Blockrealm: Wood Block Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",9920198,General Market
Blocks,,Mobile App,white,Video/Streaming,"Streaming, OTT",55982993,General Market
Blockscapes - Block Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",25535387,General Market
BlockuDoku - Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",10287890,General Market
BlockuDoku - Block Puzzle Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",235491619,General Market
BlockuDoku - Blocks Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",304093139,General Market
Blockudoku,,Mobile App,white,Video/Streaming,"Streaming, OTT",592781086,General Market
Blockudoku - Block Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",1628718418,General Market
Blockudoku Block Puzzle Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",11951546,General Market
Blockudoku GP,,Mobile App,white,Video/Streaming,"Streaming, OTT",21596867,General Market
Blockudoku IOS,,Mobile App,white,Video/Streaming,"Streaming, OTT",9456249,General Market
Blockudoku: Block Puzzle Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",113616993,General Market
Blockudoku®: Block Puzzle Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",1607668980,General Market
Blockudoku®: block puzzle game,,Mobile App,white,Video/Streaming,"Streaming, OTT",1555109178,General Market
Blocky Moto Racing: Bike Rider,,Mobile App,white,Video/Streaming,"Streaming, OTT",18048687,General Market
BloodBox,,Mobile App,white,Video/Streaming,"Streaming, OTT",34239099,General Market
Blossom Blast Saga,,Mobile App,white,Video/Streaming,"Streaming, OTT",261663932,General Market
Blossom Blast Saga Flower Link,,Mobile App,white,Video/Streaming,"Streaming, OTT",162657378,General Market
Blossom Sort® - Flower Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",19544611,General Market
Blossom sort - Flower Games,,Mobile App,white,Video/Streaming,"Streaming, OTT",34238504,General Market
Blot Belote Coinche Online,,Mobile App,white,Video/Streaming,"Streaming, OTT",10105166,General Market
Blox World,,Mobile App,white,Video/Streaming,"Streaming, OTT",21077503,General Market
Boas.io Snake vs City,,Mobile App,white,Video/Streaming,"Streaming, OTT",41176466,General Market
Boggle With Friends: Word Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",149571004,General Market
Boggle with Friends - Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",13599915,General Market
Borderland Defender,,Mobile App,white,Video/Streaming,"Streaming, OTT",51391585,General Market
Botosaneanul,,Mobile App,white,Video/Streaming,"Streaming, OTT",37253361,General Market
Bottle Jump 3D,,Mobile App,white,Video/Streaming,"Streaming, OTT",34152113,General Market
Bounce,,CTV,white,Streaming,"African American, Black Culture, Multicultural, Streaming, OTT",,African American
Bouncemasters: Penguin Games,,Mobile App,white,Video/Streaming,"African American, Black Culture, Multicultural, Streaming, OTT",12170176,African American
Bowling Club,,Mobile App,white,Video/Streaming,"Streaming, OTT",40996955,General Market
Box Cat Jam,,Mobile App,white,Video/Streaming,"Streaming, OTT",93903807,General Market
Box Simulator for Brawl Stars,,Mobile App,white,Video/Streaming,"Streaming, OTT",15422225,General Market
Brain Wash - Puzzle Mind Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",57730754,General Market
Brain Wash - Thinking Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",24346972,General Market
BrainBoom,,Mobile App,white,Video/Streaming,"Streaming, OTT",9350896,General Market
Braindom,,Mobile App,white,Video/Streaming,"Streaming, OTT",15554710,General Market
Brainium Solitaire Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",38430861,General Market
Brave Merge - Battle ,,Mobile App,white,Video/Streaming,"Streaming, OTT",53841827,General Market
Breaker Fun,,Mobile App,white,Video/Streaming,"Streaming, OTT",10040234,General Market
Brick Breaker: Legend Balls,,Mobile App,white,Video/Streaming,"Streaming, OTT",21337798,General Market
Brick Merge 3D,,Mobile App,white,Video/Streaming,"Streaming, OTT",34945195,General Market
Brick Out - Shoot the ball,,Mobile App,white,Video/Streaming,"Streaming, OTT",334780431,General Market
Bricks Ball Crusher,,Mobile App,white,Video/Streaming,"Streaming, OTT",66792143,General Market
Bricks Breaker Hit - Glow Ball,,Mobile App,white,Video/Streaming,"Streaming, OTT",23816384,General Market
Bricks Breaker Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",18641137,General Market
Bricks Breaker Quest,,Mobile App,white,Video/Streaming,"Streaming, OTT",757969265,General Market
Bricks n Balls,,Mobile App,white,Video/Streaming,"Streaming, OTT",1173574275,General Market
Bridgecraft Legends,,Mobile App,white,Video/Streaming,"Streaming, OTT",338564574,General Market
Bright Objects,,Mobile App,white,Video/Streaming,"Streaming, OTT",25127525,General Market
Bright Objects - Hidden Object,,Mobile App,white,Video/Streaming,"Streaming, OTT",92880594,General Market
Bright Objects・Search and find,,Mobile App,white,Video/Streaming,"Streaming, OTT",17827551,General Market
BroChill - Video Status Maker,,Mobile App,white,Video/Streaming,"Streaming, OTT",179355347,General Market
BrowseHere,,Mobile App,white,Video/Streaming,"Streaming, OTT",1914532239,General Market
Btolat,,Mobile App,white,Video/Streaming,"Streaming, OTT",128376862,General Market
Bubble Pop Dream,,Mobile App,white,Video/Streaming,"Streaming, OTT",70127933,General Market
Bubble Pop Dream: Bubble Shoot,,Mobile App,white,Video/Streaming,"Streaming, OTT",221794562,General Market
Bubble Pop Origin! Puzzle Game,,Mobile App,white,Video/Streaming,"Streaming, OTT",229365816,General Market
Bubble Pop! Puzzle Game Legend,,Mobile App,white,Video/Streaming,"Streaming, OTT",412840046,General Market
Bubble Pop! Shoot Bubbles,,Mobile App,white,Video/Streaming,"Streaming, OTT",82955695,General Market
Bubble Rainbow,,Mobile App,white,Video/Streaming,"Streaming, OTT",25988150,General Market
Bubble Shooter,,Mobile App,white,Video/Streaming,"Streaming, OTT",47752810,General Market
Bubble Shooter (iOS),,Mobile App,white,Video/Streaming,"Streaming, OTT",53996413,General Market
Bubble Shooter Pop!,,Mobile App,white,Video/Streaming,"Streaming, OTT",455806151,General Market
Bubble Shooter Rainbow,,Mobile App,white,Video/Streaming,"Streaming, OTT",2254198384,General Market
Bubble Sort Color Puzzle,,Mobile App,white,Video/Streaming,"Streaming, OTT",24480720,General Market
Bubble Witch 3 Saga,,Mobile App,white,Video/Streaming,"Streaming, OTT",1953707766,General Market
BubblePop Dream,,Mobile App,white,Video/Streaming,"Streaming, OTT",117855194,General Market
BubbleShooter,,Mobile App,white,Video/Streaming,"Streaming, OTT",12813212,General Market
BueNovela,,Mobile App,white,Video/Streaming,"Streaming, OTT",32955326,General Market
Build A Queen,,Mobile App,white,Video/Streaming,"Streaming, OTT",14360023,General Market
Build Your Vehicle,,Mobile App,white,Video/Streaming,"Streaming, OTT",9468007,General Market
Build it 3D,,Mobile App,white,Video/Streaming,"Streaming, OTT",17532438,General Market
BuildWorldAdventure,,Mobile App,white,Video/Streaming,"Streaming, OTT",225599522,General Market
Bulldozer Balls,,Mobile App,white,Video/Streaming,"Streaming, OTT",337695026,General Market
Burger Please!,,Mobile App,white,Video/Streaming,"Streaming, OTT",222439639,General Market
Burn Them All,,Mobile App,white,Video/Streaming,"Streaming, OTT",41982643,General Market
Bus Escape: Traffic Jam,,Mobile App,white,Video/Streaming,"Streaming, OTT",256356921,General Market
Bus Jam,,Mobile App,white,Video/Streaming,"Streaming, OTT",52445855,General Market
Bus Jam - Color Car Puzzle_and,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",9405977,General Market
Bus Simulator Real,,Mobile App,white,Video/Streaming,"Streaming, OTT",56509677,General Market
Bus Sort: Car Parking jam,,Mobile App,white,Video/Streaming,"Auto, Streaming, OTT",9302955,General Market
Button Fever,,Mobile App,white,Video/Streaming,"Streaming, OTT",40022444,General Market
BuzzFeed,,Mobile App,white,Video/Streaming,"Streaming, OTT",38119935,General Market
CBC Gem: Shows & Live TV,,Mobile App,white,Video/Streaming,"Streaming, OTT",12049503,General Market
CB_GP,,Mobile App,white,Video/Streaming,"Streaming, OTT",11398621,General Market
CHOEAEDOL CELEB: K-Celeb Fans,,Mobile App,white,Video/Streaming,"Streaming, OTT",11622206,General Market
CM-Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",16291427,General Market
CM-iOS,,Mobile App,white,Video/Streaming,"Streaming, OTT",13009858,General Market
CODE,,Mobile App,white,Video/Streaming,"Streaming, OTT",39267410,General Market
CRUNCHYROLL,,Mobile App,white,Video/Streaming,"Streaming, OTT",54547221,General Market
CSR 2 - Realistic Drag Racing,,Mobile App,white,Video/Streaming,"Streaming, OTT",122774016,General Market
CSR Racing 2,,Mobile App,white,Video/Streaming,"Streaming, OTT",20118325,General Market
CSR2 Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",65621857,General Market
CSR2 iOS,,Mobile App,white,Video/Streaming,"Streaming, OTT",50217411,General Market
Cadena SER Radio,,Mobile App,white,Video/Streaming,"Streaming, OTT",37634224,General Market
Cafe Terrace: Jewel Match 3,,Mobile App,white,Video/Streaming,"Streaming, OTT",9461894,General Market
Calculator - photo vault,,Mobile App,white,Video/Streaming,"Streaming, OTT",18788577,General Market
Calculator: Pro,,Mobile App,white,Video/Streaming,"Streaming, OTT",288764259,General Market
CallApp,,Mobile App,white,Video/Streaming,"Streaming, OTT",611938413,General Market
CallApp Caller ID Block,,Mobile App,white,Video/Streaming,"Streaming, OTT",9727713,General Market
CallApp Contacts,,Mobile App,white,Video/Streaming,"Streaming, OTT",14385769,General Market
CallApp: Caller ID,,Mobile App,white,Video/Streaming,"Streaming, OTT",712124692,General Market
CallApp: Caller ID & Block,,Mobile App,white,Video/Streaming,"Streaming, OTT",8214985248,General Market
CallApp: Caller ID u0026 Block,,Mobile App,white,Video/Streaming,"Streaming, OTT",79880212,General Market
CallerID - Spam Call & Message,,Mobile App,white,Video/Streaming,"Streaming, OTT",17726713,General Market
Calorie Counter - MyFitnessPal,,Mobile App,white,Video/Streaming,"Health, Wellness, Streaming, OTT",15509713,General Market
Can Smash ,,Mobile App,white,Video/Streaming,"Streaming, OTT",32856720,General Market
Candy Challenge 3D: Survival!,,Mobile App,white,Video/Streaming,"Streaming, OTT",47619600,General Market
Candy Crush Friends Saga,,Mobile App,white,Video/Streaming,"Streaming, OTT",664864556,General Market
Candy Crush Jelly Saga,,Mobile App,white,Video/Streaming,"Streaming, OTT",1757670217,General Market
Candy Crush Saga,,Mobile App,white,Video/Streaming,"Streaming, OTT",111627592671,General Market
Candy Crush Saga_Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",305524528,General Market
Candy Crush Saga_iOS,,Mobile App,white,Video/Streaming,"Streaming, OTT",49401366,General Market
Candy Crush Soda,,Mobile App,white,Video/Streaming,"Streaming, OTT",32313021,General Market
Candy Crush Soda Saga,,Mobile App,white,Video/Streaming,"Streaming, OTT",25215564475,General Market
Candy Crush Soda Saga_Android,,Mobile App,white,Video/Streaming,"Streaming, OTT",233648759,General Market
